ID,Card,Type,Stage / Rarity (trainer),Remaining Evo,Deck Feature Tier,Opener Archetype,Pressure,Wants,Possible CPU Deck Block?,Included in opp Deck?,Gated Until (promo only),,Feature Tier Key,
base5-32,Dark Charmeleon,R,1,y,0.5,,HD,"To evolve rather than attack, but is capable of having a 50/50 chance at dealing a high amount of surprise damage. It is extremely vulnerable after attacking so it should avoid having to. If it's ever in a position where it has to use Tail Slap, it's either extremely safe, the opponent has 20 HP or less remaining (as it's guaranteed damage for a finisher rather than a coin flip), or if something went very very wrong. Fireball specifies that it can ONLY be used if there's at least one R energy attached, but the attack costs RRR. Therefore, I think this implies that it excludes Rainbow in terms of requiring at least one actual R energy to be used, and that the real R energy would have to be the one discarded on a successful attack.",,TRUE,,,,
base5-33,Dark Dragonair,C,1,y,1,,BG,"To evolve whenever it wants by using its Pokemon Power to summon a Dark Dragonite from the deck, or even aid other bench pokemon by summoning their evolutions. It can even be thrown into the active spot, summon its own evolution, and evolve in the same turn, so it's smart to pre-load enough energy for what Dark Dragonite might need. It should very rarely stay unevolved in the active spot long enough to use its own attack. This would mean it's in action before it's ready.",,TRUE,,,,
base5-34,Dark Electrode,E,1,n,1,,BG,"To stall for a small amount of time against a weaker opponent or deal some quick damage before loading up the bench. Energy Bomb's usage will transfer both/all of its energies to bench pokemon however its user would like, but means Dark Electrode will have to wait two turns to use it again, during which time it'll likely be killed. Rolling Tackle should only be used if it isn't ready to use Energy Bomb or it's not an opportune time with survival until the opportune time seeming likely.",,TRUE,,,,
base5-35,Dark Flareon,R,1,n,1.5,,,"Uses Playing with Fire as the main attack, which requires a single R energy discard each use, which requires the player to invest their only energy attachment each turn to keep it going. Once it takes enough damage, Rage can become a viable alternative. Card wording contains the same R energy caveat as Dark Charmeleon",,TRUE,,,,
base5-36,Dark Gloom,G,1,y,,,SL,"Pollen Stench is a gamble in terms of Confusing the opponent vs itself. Therefore it wants to be used after the opponent has already been poisoned by Poisonpowder, or if it seems like Poison Powder will not be able to be used.",,TRUE,,,,
base5-37,Dark Golduck,W,1,n,1.5,,HD,"Super Psy is a high damage attack and it wants to be used. Third Eye is much cheaper but requires an energy discard, meaning it should only be used when the player doesn't want to power up to Super Psy. If it was about to be killed on the opponent's next turn and cannot afford Super Psy, that would be a good time.",,TRUE,,,,
base5-38,Dark Jolteon,E,1,n,2,,"SL, WP","Is not afraid to enter right after evolving or unpowered, or even from a quick evolution from an Eevee opener. Lighting Flash is an excellent stalling attack while it builds up energy for Thunder Attack, which should become the primary attack after. Thunder Attack has a 50/50 chance at 10 self-damage, so Lightning Flash becomes cheaper again if it can get a clean kill or 10 self-damage might kill Dark Jolteon and Kamazake is decided against.",,TRUE,,,,
base5-39,Dark Kadabra,P,1,y,0.5,,BG,"Its Pokemon Power wants to be used liberally, but only if there are duplicate cards in the hand that can be cheaply dumped. Dumping energy cards from the hand can be cheap or expensive depending on how many others are currently required for bench evolutions and exist in the hand.",,TRUE,,,,
base5-4,Dark Charizard,R,2,,3,,HD,"Wants Coin Luck for Continuous Fireball, and to Over-Attach as many energies as possible (though maybe not more than 8 or so) for additional chances at Coin Luck",,TRUE,,,,
base5-40,Dark Machoke,F,1,y,0.5,,"BD, PC","To leave a copy strategically unevolved on the bench, as long as the evolved version is also available. If one is available on the bench and powered up, it has the potential to jump in at any time and auto-kill any pokemon on the opponent's bench with 20 HP or less remaining by draggin them into the active spot. It can also do the reverse where it damages the active opponent and throws that pokemon back to the bench, so these should be chosen based on the situaiton. Due to their energy cost, powering up before an evolution exists in the hand is viable in case it needs to enter and land a cheap shot",,TRUE,,,,
base5-41,Dark Muk,G,1,n,1.5,,"PC, SL","Prevents the opponent from leaving when it's in the active spot. There aren't many situaitons where this is beneficial but it can be sometimes. If it's obvious the opponent will want to retreat rather than let a pokemon be killed, it's a good idea to move Dark Muk to the active spot to stop it if it's something high value. It should be prioritized as a poisoner over that.",,TRUE,,,,
base5-42,Dark Persian,C,1,n,0.5,,"SL, PC","To be a better card because it's pretty useless for a Stage 1, and the autobuilder should probably avoid it. Only uses Fascinate when there is not enough energy for Poison Claws and the options on the bench would be the same or preferable.",,TRUE,,,,
base5-43,Dark Primeape,F,1,n,1,,HD,"Coin Luck and a Setup Turn, so it can deal decent damage, confuse itself, and then flip heads to deal high damage on the next turn. If it flips tails, it (likely) kills itself and gives the opponent first attack against the replacement pokemon. And that's if its 60 HP even survives the setup turn.",,TRUE,,,,
base5-44,Dark Rapidash,R,1,n,1.5,,BD,"To use Flame Pillar only if it finds doing 10 dmg to the bench worth having to use your only energy attachment to recharge its R energy on your next turn. Right before it's about to die is a good time, as well as right before an opp. bench pokemon is about to die. There is almost no situation where Rear Kick should be used.",,TRUE,,,,
base5-45,Dark Vaporeon,W,1,n,1.5,,ED,"To use Whirlpool as a primary attack to force the opponent to discard energies, which is a very effective form of harrassment. Bite should be used when it can kill but Whirlpool can't. ",,TRUE,,,,
base5-46,Dark Wartortle,W,1,n,0.5,,HD,To use Mirror Shell any turn it thinks it's about to die. Doesn't like to fight unless used as a trap,,TRUE,,,,
base5-47,Magikarp R,W,b,y,,n,BG,"To power up for evolution before the evolution card is in hand. It wants to evolve on the bench but if an evolution card never shows up, it can switch to the active spot and summon its own evolution card from the deck using Rapid Evolution. This costs its attack for the turn though, so the cost is a free hit from the opponent on the evolved pokemon.",,TRUE,,,,
base5-48,Porygon R,C,b,n,,n,,"To assist the next turn by changing the opponent pokemon's type to be weak to your deck or the next pokemon you want to bring in. Porygon will likely die on the next turn so it comes at the price of a prize. If Porygon isn't killed, it has a free retreat cost, and should do so immediately to switch with the planned attacker, before becoming available to be used again. Things are going either very poorly or very well if Psybeam gets charged up, let alone used. Autobuilder should avoid",,TRUE,,,,
base5-49,Abra R,P,b,y,,e,SL,Psyshock to be its primary attack. Vanish is almost never used unless about to die and prizes are short,,TRUE,,,,
base5-5,Dark Dragonite,C,2,,2,,HD,"Loves to come from the bench to summon additional pokemon when the bench is low. Other than that it depends on luck, as it's low HP and its attack is all or nothing",,TRUE,,,,
base5-50,Charmander R,R,b,y,,e,BG,"To use its Pokemon Power to attach an extra energy needed before evolving. It can open a game, attach an energy Turn 1 and use Fire Tail, and then its next turn attach a second energy, use Gather Fire to attach a third, and then evolve and use Charmeleon's three-energy attacks right away",,TRUE,,,,
base5-51,Dark Raticate,C,1,n,1.5,,,"To use Hyper Fang even though it's 50/50 to land, Gnaw is weaker than Hyper Fang landing half the time. Gnaw becomes useful when a guaranteed 20 damage is needed for a kill",,TRUE,,,,
base5-52,Diglett R,F,b,y,,a,BD,"To open a game by wreaking havok on the bench while it itself hopes to evolve. Both attacks are good ones for a basic vs basic matchup, and Scratch is also worth investing in. Even when Scratch is powered up, Dig Under should be considered when a bench strike can earn a kill in the next couple turns.",,TRUE,,,,
base5-53,Dratini R,C,b,y,,,SL,To not start a match unless theres a DCE ready to attach. Would prefer to evolve on the bench,,TRUE,,,,
base5-54,Drowzee R,P,b,y,,f,SL,"Its Pokemon Power is a gamble so it doesn't want to be used as a default. If the player won't be able to attack this turn anyway, that might be a very good time to take the chance. Worth keeping on the bench for that reason. Nightmare along with its 50 HP doesn't make it a bad opener either, but sitting on the bench is where it's most valuable. The card text does not state a limit, so a valid strategy would be to have multiple of these on the bench for multiple chances and putting an opponent to sleep on a turn where you already couldn't attack",,TRUE,,,,
base5-55,Eevee R,C,b,y,,,WP,"Only wants to open if an evolution and realistic energy path is in hand. If fighting, which it would prefer to avoid, Tackle is only used if Sand-attack is unaffordable.",,TRUE,,,,
base5-56,Ekans R,G,b,y,,,SL,Poison Sting is the primary attack but it Poisons on a coin flip. This card would prefer to evolve on the bench but would stand a chance if dragged out against another basic,,TRUE,,,,
base5-57,Grimer R,G,b,y,,a,SL,"To open a match as often as it can. Any chance it gets to use Sticky Hands is a good one, even in a sacrific/stalling situation, and Poison Gas is an excellent move to build up to it (though isn't used anymore after Sticky Hands is available)",,TRUE,,,,
base5-58,Koffing R,G,b,y,,e,SL,To fight only if it can survive to evolve. Would prefer the bench. Poison Gas is the primary attack and Tackle is never needed after Poison Gas is affordable,,TRUE,,,,
base5-59,Machop R,F,b,y,,,,"Only wants to open if a DCE is in hand. Otherwise its attacks take to long to build it and it's better off sitting on the bench to evolve. If you already have a deck that uses DCE and the Machamp line, this card will be an asset above all other Machop cards. Otherwise it's worse than the base1 Machop.",,TRUE,,,,
base5-6,Dark Dugtrio,F,1,n,2,,PC,"A Bench Engine that wants to hang out on the bench in high numbers, multiplying the number of 20 Dmg coin flips a retreating opponent pokemon must go through",,TRUE,,,,
base5-60,Magnemite R,E,b,y,,,,To open only if a DCE is already in-deck and in-hand. Otherwise the bench is where it belongs. There are very few occasions where Magnetism would be useful and I suspect our bot would get it right without extra planning,,TRUE,,,,
base5-61,Mankey R,F,b,y,,,,"Doesn't want to fight. Might not survive long enough to use Anger if opening, might not survive to its next turn if brought in to use Anger later. Would prefer the bench. Mischief is only used if Anger can't be.",,TRUE,,,,
base5-62,Meowth R,C,b,y,,,BD,Prefers not to open without a DCE in hand,,TRUE,,,,
base5-63,Oddish R,G,b,y,,a,SL,"Loves to open. Uses Sleep Powder when it wants to cost the opponent a turn, and uses Poisonpowder when it wants to do damage. Since Sleep Powder is 50/50 and both attacks have the same energy cost, it's probably better to Poison first and then attempt to put the poisoned pokemon to sleep.",,TRUE,,,,
base5-64,Ponyta R,R,b,y,,n,,"Hates to fight because its attack requires an Energy Funnel, and energy feeding a basic pokemon that you'd rather power up to evolve is a very bad thing. Only worth doing if no other option is available.",,TRUE,,,,
base5-65,Psyduck R,W,b,y,,,,"To play in a Water/Psychic combo deck, though it would do just fine in Water only (but not Psychic only). Doesn't mind opening, especially in a deck with Psychic energy. Water Gun is an Over-Attach move, though it might be best to not stack energy beyond what Golduck/Dark Golduck will need, unless doing so scores a kill.",,TRUE,,,,
base5-66,Rattata R,C,b,y,,e,,"Likes to open if its evolution is in hand. There's no way to know if its Pokemon Power is benefiting its user or hurting it, so it can be used liberally by the AI as long as it's not just swapping out the same card over and over.",,TRUE,,,,
base5-67,Slowpoke R,P,b,y,,e,BG,"Loves to open if its evolution is in hand. Headbutt should be used if not planning to evolve, Afternoon Nap should be used if evolution is in hand and survivability until then is realistic, as it's a Setup Turn to steal an extra energy",,TRUE,,,,
base5-68,Squirtle R,W,b,y,,,,Probably shouldn't open but isn't the worst option. Wants the bench,,TRUE,,,,
base5-69,Voltorb R,E,b,y,,e,,Decent evo opener. Prefers the bench if not planning to evolve,,TRUE,,,,
base5-7,Dark Golbat,G,1,n,1.5,,BD,"Attacks vulnerable bench pokemon through its pokemon power and Flitter. Flitter can also hit the opponent's active pokemon if beneficial. Low HP so best use-cases might be quick cheap kills. It's hard to keep a vulnerable pokemon safe from this one, but it's hard to keep Dark Golbat safe after it strikes.",,TRUE,,,,
base5-70,Zubat R,G,b,y,,e,,Might not survive to use Bite if coming in cold. Prefers the bench if evolution isn't realistic,,TRUE,,,,
base5-71,Here Comes Team Rocket! NH,T,r,,p,,,"The bot can play this liberally. The only benefit is revealing prizes for both players, which the bot can then use to be strategic in what it takes.",,TRUE,,,,
base5-72,Rocket's Sneak Attack NH,T,r,,p,,,To check the opponent's hand and get rid of the most dangerous Trainer card there,,TRUE,,,,
base5-73,The Boss's Way,T,u,,s,,,"To be used right away to find a desired evolution card. The autobuilder should only put this in decks with multiple cards with ""Dark"" in its name.",,FALSE,,,,
base5-74,Challenge!,T,u,,s,,,Probably doesn't need additional logic if the bot treats it like Bill. The exception might be holding off if the bench is already full and it doesn't feel like it's desperate for any cards.,,TRUE,,,,
base5-75,Digger,T,u,,p,,,To be used when doing 10 dmg to the opponent would mean more than 10 points of self-damage. To be avoided when the bot's own bench has pokemon with only 10 HP remaining,,TRUE,,,,
base5-76,Imposter Oak's Revenge,T,u,,p,,,"To be played any time the bot has a hand card it doesn't mind throwing away (duplicate, energy card when energy is in abundance, etc)",,TRUE,,,,
base5-77,Nightly Garbage Run,T,u,,m,,,"Should prefer a balance beetween basic, evo, and energy cards as the default. Card families should be prefered when available, like a Staryu -> Starmie, energy should be preferred if a lot of energy has been burned through and the AI is running short",,TRUE,,,,
base5-78,Goop Gas Attack,T,c,,p,,,Should be played when its opponent has a passive Pokemon Power currently in use that directly hampers what the AI would like to do. Aerodactyl and Mr. Mime are prime targets,,TRUE,,,,
base5-79,Sleep!,T,c,,p,,,"Should not be played against a pokemon that's going to die in the same turn or is already asleep. Other than that, it's a very good thing to play whenever it's received",,TRUE,,,,
base5-8,Dark Gyarados,W,1,n,2,,"SL, HD","Uses Ice Beam to try to hold the opponent in place. Its Pokemon Power means that a fully powered-up Dark Gyarados has a 50/50 chance upon death to deal 60 dmg to its attacker. It also has the potential to Over-Attach energies to deal even more potential damage upon death, with the aim of being just enough to take its attacker with it. However, the 50/50 chance should make this a secondary investment, with the primary investment still being readying the bench. If expected to die in the next turn, an additional Over-Attach might actually be desired as long as it's not denying that energy from something on the bench that needs it more.",,TRUE,,,,
base5-80,Rainbow Energy NH,Energy,,,,,,,,TRUE,,,,
base5-81,Full Heal Energy,Energy,,,,,,,,TRUE,,,,
base5-82,Potion Energy,Energy,,,,,,,,TRUE,,,,
base5-83,Dark Raichu,E,1,n,1.5,,BD,"Coin Luck in terms of dealing high bench damage before it's killed itself. Would prefer several turns to attack the bench without being killed itself, so it likes facing weaker pokemon or tanks.",,TRUE,,,,
base5-9,Dark Hypno,P,1,n,2,,HD,"To come in after the opponent has a full or mostly full bench and deal high potential damage with Bench Manipulation, preferably as a surprise against a strong opponent pokemon. It does not want to use Psypunch, unless no pokemon exist on the bench or it evolved from Drowzee while in the active spot and does not have the required energy for its main attack yet. ",,TRUE,,,,
basep-1,Pikachu GP,E,b,y,,a,"SL, WP",To use Thundershock as its main attack and rarely ever use Growl. Similar pattern to other basics,,TRUE,base1,,,
basep-10,Meowth CH,C,b,y,,a,BD,"To open and use Cat Punch, which has a 50/50 chance to force the opponent to choose which pokemon to damage on the bench. Our bot should probably weight that slightly below getting to pick its own pokemon to damage",,FALSE,Fossil,,,
basep-11,Eevee CH,C,b,y,0.5,e,BG,"To be ready to evolve even when no evolution cards exist in the hand. Its pokemon power allows it to summon its own evolution whenever an allied pokemon evolves, so timing that can be important. ",,FALSE,Fossil,,,
basep-12,Mewtwo GP,P,b,n,1,f,"BD, ED","To disrupt with Energy Control before it's ready to use Telekinesis to hurt the bench. Telekinesis can also hit the active pokemon if desired, so all in play should be considered potential targets that the bot weighs. Energy Control should only be used when Telekinesis can't, and should not be intentionally used as a stalling move. If it is used and successful, energy choices should follow the pattern of Dark Magneton's Electric Lines.",,FALSE,Jungle,,,
basep-13,Venusaur CH,G,2,,3,,AP,"To sit on the bench against status-pressure opponents and heal every status infliction right after it's inflicted. It doesn't like to fight itself, as its attack is weak for its stage and requires a lot of energy, and losing it loses your free status healing (and it can't heal its own status conditions either). Shouldn't even be powered up if other options exist. Prime target for an opponent's Gust of Wind.",,FALSE,Challenge 1,,,
basep-14,Mewtwo GP 2,P,b,y,1,f,HD,Identical to basep-3,,FALSE,Fossil,,,
basep-15,Cool Porygon,C,b,n,,n,WP,"To use Texture Magic to become resistant to its opponent, and then use 3-D Attack. If the opponent switches out and is replaced by a new type, first priority becomes changing its resistance again.",,FALSE,Challenge 1,,,
basep-16,Computer Error,T,r,,d,,,"To be used only when desperate, as the card drawing also benefits your opponent AND it makes you miss a turn",y,FALSE,Team Rocket,,,
basep-17,Dark Persian CH,C,1,n,,,,"To only use Poison Claws. Tempt is only useful in the same pattern as Ninetales' Lure, except it relies on a coin flip and should be treated with even less value because of that",,FALSE,Team Rocket,,,
basep-18,Team Rocket's Meowth,C,b,y,,f,HD,To enter play when a lot of pokemon occupy both benches against a strong opponent and attempt a Kamikaze as its main strategy.,,FALSE,Gym Challenge,,,
basep-19,Sabrina's Abra GP,P,b,y,,e,HD,"To match the opponent's energy amount and use Synchronize, and to otherwise use Pound. The bot should be willing to even Over-Attach a third energy if the opponent pokemon has three energies and could be killed by a 40 dmg move (but not a 10 dmg one)",,FALSE,Gym Heroes,,,
basep-2,Electabuzz MS,E,b,n,,a,,"Quick Attack is primary, Light Screen only if it can't be afforded or won't land damage (like if the opponent protects itself first)",,FALSE,base1,,,
basep-20,Psyduck GP,W,b,y,,e,,Identical to base3-53,,FALSE,Team Rocket,,,
basep-21,Moltres GP,R,b,n,0.5,h,HD,"To deal quick damage and be sacrificed, as it's a liability as a sustained attacker.",,FALSE,Challenge 2,,,
basep-22,Articuno GP,W,b,n,2,h,"BD, SL",Straightforward for the bot,,FALSE,Challenge 2,,,
basep-23,Zapdos GP,E,b,n,2,h,BD,"Straightforward with bench damage mechanics, nothing fancy",,FALSE,Challenge 2,,,
basep-24,Trevor's Pikachu,E,b,n,,a,,To deal bonus damage every July 31. Probably shouldn't be played any other day as it can't evolve,,FALSE,Gym Heroes,,,
basep-25,Flying Pikachu,E,b,n,0.5,a,"SL, DP",The bot should try to use Fly most often but will probably be fine on its own,,FALSE,Challenge 1,,,
basep-26,Pikachu GP 2,E,b,y,,e,HD,See basep-54 for Thunderbolt logic,,TRUE,Fossil,,,
basep-27,Pikachu GP 3,E,b,y,,,"SL, DP","Attack Choice, should prefer Agility due to higher damage. Both moves have a 50/50 chance at damage denial",,FALSE,Gym Challenge,,,
basep-28,Surfing Pikachu,E,b,n,,,,To play in a Water type deck instead of Lightning type,,FALSE,Challenge 1,,,
basep-3,Mewtwo MS,P,b,n,1,f,HD,"To come in mid-game with energy in the discard pile without even being powered up. As long as two energy exist in discard, it can attach a single energy and use a Setup Turn (Energy Absorbtion attack) to power up the rest of the way, essentially skipping a turn of powerup at the cost of giving the opponent a free attack during the Setup Turn. Having it enter fully powered is a good strategy too. Does not want to fight if there is insufficient energy in the discard pile and doesn't have enough energy for Psyburn on its own.",,FALSE,base1,,,
basep-4,Pikachu MS,E,b,y,0.5,a,HD,"Thunderbolt deals high damage but costs 3 energy and demands that all be discarded each time. However, Recharge adds an extra energy from the deck, making it a Setup Turn move that recharges Thunderbolt in 2 turns rather than the natural 3. The bot might do fine with this ",,FALSE,Jungle,,,
basep-5,Dragonite MS,C,2,,1.5,,BG,"To sit on the bench and use its Pokemon Power when needed, as its attack makes it a low-value card. The pokemon power should be used every turn, as it allows for the card just drawn from the deck to be the one returned if it's not desirable. The bot should do this each turn and then select from what's in its hand with the drawn card added when choosing what to send back to the deck, prioritizing both strength and current need.",,FALSE,Jungle,,,
basep-6,Arcanine GP,R,1,n,1.5,,HD,"Flames of Rage is a Damage Scaling move that should be treated like a Kamikaze Timer. It requires a double Energy Funnel to maintain, so it should not plan to be maintained. Quick Attack is preferred unless near death, then Flames of Rage becomes valuable. This card should be expected to be lost on the following turn.",,FALSE,Jungle,,,
basep-7,Jigglypuff GP,C,b,n,,,,"To evolve before fighting. If fighting, it only wants to use Double-Edge if there aren't better targets on the bench for those energy cards. If it's already powered up, Double-Edge is the primary attack unles resulting in self-kill",,FALSE,Fossil,,,
basep-8,Mew GP,P,b,n,0.5,f,,"To use Devolution Beam only when the HP reduction from the de-evolved opponent would result in its death. Otherwise, the opponent can just re-evolve it again. Otherwise, Psywave scales in damage based on opponent energy count, and can be a hard hitting attack in certain situations. The bot should calculate that when deciding who to promote.",,FALSE,base1,,,
basep-9,Mew GP CH,P,b,n,0.5,f,,Identical to basep-8,,FALSE,Jungle,,,
,,,,,,,,,,FALSE,,,,
gym1-7,Lt. Surge's Fearow,C,1,n,2,,PC,Nothing special. Classic Attack Choice that our bot can resolve. Clutch prevents retreat but I don't think that needs to be priced.,,FALSE,,,,
gym1-64,Blaine's Tauros,C,b,n,1,f,,Full Speed Charge is primary but risks variable recoil damage. Reluctance to use it should probably scale with how many negative coin flips it would need to self-kill,,FALSE,,,,
gym1-3,Erika's Clefable,C,1,n,1,,AP,"To attempt to use Fairy Power to return a damaged bench card to its player's hand, being willing to sacrifice itself across multiple turns to do so if the Coin Luck doesn't cooperate right away. The bot probalby should not decimate its own bench by doing this every turn though, and only select pokemon with damage. Operates under similar rules as Scoop Up. Moon Impact is an afterthought, or when it needs to be offensive.",,FALSE,,,,
gym1-51,Lt. Surge's Raticate,C,1,n,1,,,Its only attack always deals damage equal to half of the opponent's remaining HP (rounded up). This live counter should be priced into all calclations,,TRUE,,,,
gym1-33,Rocket's Snorlax,C,b,n,1,h,,To be a tank that also powers up its main attack when viable and realistic to reach. Its effectiveness as a tank goes up when able to attack,,FALSE,,,,
gym1-36,Blaine's Kangaskhan,C,b,n,0.5,h,,One-Two Punch is primary. Child's Punch sucks too much to be a stalling move,,TRUE,,,,
gym1-25,Erika's Clefairy,C,b,y,0.5,,BG,"To use Moonwatching when its owner's hand is low on energy, even if it has to enter and be sacrificed just for that. Otherwise, Comet Slap becomes primary",,FALSE,,,,
gym1-4,Erika's Dragonair,C,1,y,0.5,,"PC, BD","To tuse Take Away as a pseudo-Kamikaze Timer, only better because it doesn't involve killing the card. An extremely good eject button to be used when death seems imminent. Blizzard should be used in all other situations.",,TRUE,,,,
gym1-41,Brock's Lickitung,C,b,n,,a,,Standard Attack Choice. Works better if our bot prices DCE in hand as a two energy bump.,,FALSE,,,,
gym1-42,Erika's Dratini,C,b,y,,e,WP,Its pokemon power should be priced into damage projection calculations against opponent basic pokemon,,TRUE,,,,
gym1-82,Lt. Surge's Rattata,C,b,y,,e,,"Focus Energy is a Setup Turn for Gnaw, but only the first time before Gnaw can be afforded",,TRUE,,,,
gym1-52,Lt. Surge's Spearow,C,b,y,,,,Nothing special. Mark this as green,,FALSE,,,,
gym1-83,Lt. Surge's Spearow 2,C,b,y,,e,"PC, WP",Whirlwind follows same logic as other moves of the same name. Razor Wind will probably get priced higher by the bot and I don't want to fight that,,FALSE,,,,
gym1-8,Lt. Surge's Magneton,E,1,n,2,,BG,"To be considered ready for fighting 2 energies away from max rather than the normal 1, but only if another energy already exists on the bench. Its pokemon power allows it to move a single energy from the bench to itself once active, so two energies can be attached to it this turn in total",,FALSE,,,,
gym1-6,Lt. Surge's Electabuzz,E,b,n,1,a,,"To possibly use multiple setup turns if there are enough discard pile energies to grab and if it can realistically survive long enough. Not many situations where that would happen though, so we might not need to build it. Best strategy might just be one Charge one Discharge anyway.",,TRUE,,,,
gym1-27,Lt. Surge's Electabuzz 2,E,b,n,1,a,BG,"An Energy Funnel, but one that supplies the bench and should not be seen as a negative as long as the bench wants energy. Supplying Electric Current on a turn that it can be used should probably even be seen as an equivalent to directly attaching that energy to the intended bench target, if we want to match Pocket's bot. Charge only becomes a Setup Turn move when energy for Electric Current can't be supplied from the hand, and the bot should hate being in that situation. ",,FALSE,,,,
gym1-50,Lt. Surge's Magnemite,E,b,y,,a,"ED, SL","Confusion Pulse is primary but Removal Pulse is so close in value that we could possibly even deprioritize its powerup very slightly without gating it, if possible. Consider that an extra mile kind of thing",,FALSE,,,,
gym1-80,Lt. Surge's Magnemite 2,E,b,y,,e,,Tackle preferred over Thundershock whenever possible,,FALSE,,,,
gym1-81,Lt. Surge's Pikachu,E,b,y,,f,,"Charge is a Setup-Turn move for attaching energy, if conditions are met. It would not save a turn but allow an energy to be allocated to the bench that would otherwise have been spent on this card",,TRUE,,,,
gym1-28,Lt. Surge's Raichu,E,1,n,2,,,Same archetype as other Kamikaze Timer electric types. Mega Punch is primary and Thunderbolt is used right before death.,,TRUE,,,,
gym1-84,Lt. Surge's Voltorb,E,b,y,,e,,Bot will prob be fine,,FALSE,,,,
gym1-20,Brock's Golem,F,2,,3,,BD,Faces a unique Attack Choice in that both attacks are valuable. GBC would take the easy way out and weight Fissure over Rock Slide. Hard mode would be to price how quickly Rock Slide could kill bench pokemon against how quickly Fissure could kill the active one. ,,FALSE,,,,
gym1-2,Brock's Rhydon,F,1,n,1.5,,BG,To sit on the bench as a Bench Engine and absorb a small amount of damage every turn for the active pokemon (passive due to its pokemon power). Prefers not to fight because its main attack needs Coin Luck not to do zero damage,,TRUE,,,,
gym1-11,Rocket's Hitmonchan,F,b,n,1.5,a,HD,"To be used in almost any sitution at almost any energy level. Crosscounter is extremely dangerous, and puts a fresh and highly energized Charizard just a coin flip away from Kamikaze death. Magnum Punch is worth powering up as well, becoming the primary attack once ready. This card is not afraid of coming in fresh and leaning on Crosscounter until powered up though.",,FALSE,,,,
gym1-21,Brock's Onix,F,b,n,1,,BD,Bot should be fine as-is. Standard Attack Choice and Bench Target mechancis,,FALSE,,,,
gym1-23,Brock's Sandslash,F,1,n,1,,SL,"Follows similar logic to many Jungle/Fossil poisoners. Needles should be used to poison. Once poisoned, Sandstorm becomes primary.",,TRUE,,,,
gym1-69,Brock's Onix 2,F,b,n,0.5,a,SL,Bot will probably be fine. Only light checks probably needed just to be safe,,TRUE,,,,
gym1-38,Brock's Geodude,F,b,y,,e,BD,Lucky Shot is primary due to 15 avg dmg vs Tackle's 10. Standard Bench Target mechanics. Bot should be fine,,FALSE,,,,
gym1-66,Brock's Geodude 2,F,b,y,,e,BG,Hook Shot is primary and bypasses resistance. This bypass should be priced in to calculations for the bot,,FALSE,,,,
gym1-40,Brock's Graveler,F,1,y,,,,Nothing special. File as clear,,FALSE,,,,
gym1-67,Brock's Mankey,F,b,y,,f,PC,Taunt follows Lure logic. Light Kick is primary,,FALSE,,,,
gym1-68,Brock's Mankey 2,F,b,y,,,,"Karate Chop is primary but Fidget is okay to be used any turn that Karate Chop can't be, though should never be priced as an attack itself. It's harmless and costs nothing but doesn't provide anything either",,FALSE,,,,
gym1-22,Brock's Rhyhorn,F,b,y,,f,PC,"All mechanics exist, bot should be fine. Horn Toss is Whirlwind by a different name",,TRUE,,,,
gym1-70,Brock's Rhyhorn 2,F,b,y,0.5,a,HD,"Drill Tackle is a 75% success chance rather than a 50/50, and should be priced as such. This card is an OP opener and should be used as a high damage starting card, or in many situations. It's cheap high damage with an only 25% chance of failure",,TRUE,,,,
gym1-71,Brock's Sandshrew,F,b,y,,e,WP,Same logic as base1 Wartortle's Attack Choice,,TRUE,,,,
gym1-72,Brock's Sandshrew 2,F,b,y,,e,PC,Blocks retreat but that doesn't need pricing imo,,FALSE,,,,
gym1-26,Erika's Victreebel,G,2,,3,,PC,"To be a Bench Engine that wreaks havok by using its pokemon power every single turn to try to drag a vulnerable bench pokemon out. The exception to this is if the opponent's current active pokemon is a guaranteed kill and there are no higher value kills on the bench. If we don't track kill value based on the treat it removes, we should",,TRUE,,,,
gym1-5,Erika's Vileplume,G,2,,3,,"SL, AP","To fight, because any attack that damages it results in a 50% chance the opponent will become confused. Its only attack does not involve special strategy",,FALSE,,,,
gym1-39,Brock's Golbat,G,1,n,1.5,,,Sprial Dive should price against Dive every turn in terms of damage dealt. Tie goes to Dive unless Spiral Dive can kill a bench pokemon,,FALSE,,,,
gym1-44,Erika's Exeggutor,G,1,n,1,,,"To only use Psychic Exchange if there are less than 5 cards in its hand and none of them are of particular value, like an impending evolution card",,FALSE,,,,
gym1-13,Rocket's Scyther,G,b,n,1,a,WP,"Usage is similar to Rocket's Hitmonchan, minus the Kamikaze aspect.",,TRUE,,,,
gym1-34,Sabrina's Venomoth,G,1,n,1,,AP,"To come in when multiple bench pokemon have damage on them and use Healing Pollen. Its value is limited by needing to be in a multi-type deck to be worth its space in the deck, as each attack needs a different energy type. If both are available, the damage-dealing one should be used unless healing value outweighs it",,TRUE,,,,
gym1-24,Brock's Zubat,G,b,y,,,,"To open a game and use Alert right away. Otherwise, Wing Attack should be preferred because Alert would bring in a fresh pokemon to face an attack before it can attack itself",,FALSE,,,,
gym1-74,Brock's Zubat 2,G,b,y,,a,SL,Bot will be fine. Probably green,,FALSE,,,,
gym1-75,Erika's Bellsprout,G,b,y,,a,SL,Vine Whip should be priced above Poison Vine,,TRUE,,,,
